Fid,Age,Gender,Street,City,Latitude,Longitude,Community,Followers,Retweets,Likes,Unlikes,Label
10.42.0.151-10.42.0.1-14648-53-17,56,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Sports,202,40,29,10,1
10.42.0.211-104.244.42.65-57985-80-6,55,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,235,73,37,20,1
172.217.12.133-10.42.0.42-443-53440-6,46,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Music,75,95,29,10,1
10.42.0.151-121.29.54.163-36793-80-6,55,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Sports,134,85,71,14,1
10.42.0.211-104.244.43.35-41820-443-6,53,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Politics,255,79,77,13,1
10.42.0.1-10.42.0.42-53-21879-17,55,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,462,50,37,12,1
10.42.0.211-61.135.185.139-54608-80-6,40,Male,126 King Street,Kamloops,50.690924,-120.360736,Neighbourhood,80,48,47,12,1
10.42.0.1-10.42.0.42-53-20871-17,48,Male,126 King Street,Kamloops,50.690924,-120.360736,Education,56,77,77,12,1
180.149.153.234-10.42.0.42-80-39688-6,62,Male,126 King Street,Kamloops,50.690924,-120.360736,Sports,418,40,19,12,1
172.217.11.2-10.42.0.211-443-42299-6,55,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Politics,139,50,29,14,1
10.42.0.151-104.80.206.171-36915-443-6,54,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Business,96,80,19,12,1
10.42.0.211-66.231.239.120-48294-443-6,59,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Neighbourhood,39,85,37,13,1
10.42.0.211-31.13.69.203-37274-443-6,69,Female,707 10th Street,Castlegar,49.314742,-117.660589,Politics,231,45,13,13,1
10.42.0.211-66.198.24.250-35795-443-6,43,Male,707 10th Street,Castlegar,49.314742,-117.660589,Business,66,55,85,13,1
10.42.0.211-65.55.223.31-60774-40015-17,70,Male,707 10th Street,Castlegar,49.314742,-117.660589,Neighbourhood,204,55,1,13,1
10.42.0.1-10.42.0.42-53-43607-17,51,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,159,47,71,12,1
206.126.112.140-10.42.0.211-443-53134-6,61,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,129,53,71,12,1
10.42.0.211-104.97.95.172-36426-80-6,66,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,200,26,61,11,1
10.42.0.151-31.13.80.52-38557-80-6,57,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Business,187,99,71,12,1
172.217.10.142-10.42.0.151-443-37911-6,62,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,166,50,85,12,1
173.241.242.143-10.42.0.211-443-44790-6,53,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Education,144,55,37,13,1
180.76.147.97-10.42.0.42-80-34686-6,53,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Sports,323,45,61,13,1
10.42.0.211-13.107.3.128-44696-443-6,47,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,194,50,103,11,1
10.42.0.211-121.12.98.62-45464-80-6,48,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Music,82,59,39,11,1
172.217.11.35-10.42.0.151-443-34003-6,65,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Sports,521,54,37,12,0
10.42.0.42-125.39.133.40-35985-80-6,37,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Politics,269,54,71,12,1
10.42.0.211-125.39.133.40-41577-80-6,59,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Business,285,77,65,12,1
192.229.173.136-10.42.0.211-443-42896-6,67,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,1119,80,71,11,1
10.42.0.211-10.42.0.1-35704-53-17,55,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,294,65,109,14,1
10.42.0.211-52.2.11.128-49570-443-6,59,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Sports,106,57,47,14,1
10.42.0.151-31.13.80.5-42285-443-6,48,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,158,45,37,12,1
10.42.0.211-52.84.6.107-50534-443-6,41,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,152,70,53,12,1
10.42.0.211-10.42.0.1-55165-53-17,71,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Sports,12,68,37,10,1
172.217.9.227-10.42.0.151-443-59022-6,71,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,187,66,37,10,1
151.101.21.140-10.42.0.211-443-56696-6,66,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Music,268,65,1,11,1
198.105.244.11-10.42.0.42-80-57709-6,54,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Sports,193,65,1,11,1
173.194.208.188-10.42.0.42-5228-39887-6,78,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Politics,95,65,37,11,1
157.55.235.159-10.42.0.42-40015-46360-17,56,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,60,70,37,13,1
10.42.0.211-31.13.80.5-36884-443-6,44,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Neighbourhood,206,60,77,13,1
10.42.0.211-31.13.69.197-55423-443-6,57,Male,825 Thompson Avenue,Chase,50.818238,-119.68568,Education,155,40,57,12,1
10.42.0.151-121.12.98.62-38615-80-6,56,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Sports,216,60,29,10,1
10.42.0.211-31.13.80.52-49784-443-6,64,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Politics,103,54,71,12,1
216.58.219.227-10.42.0.151-443-51935-6,51,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Business,107,80,109,21,1
203.205.128.137-10.42.0.151-80-47808-6,74,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Neighbourhood,219,42,77,20,1
157.55.130.167-10.42.0.151-40019-50407-6,52,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Politics,147,45,29,20,1
10.42.0.211-42.96.250.50-35288-80-6,61,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Business,190,51,19,20,1
172.217.10.78-10.42.0.211-443-40744-6,41,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Neighbourhood,339,45,29,20,1
222.73.28.96-10.42.0.211-80-37079-6,58,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Education,198,35,71,20,1
174.35.73.136-10.42.0.211-80-54249-6,54,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Neighbourhood,141,59,29,21,1
10.42.0.151-10.42.0.1-1787-53-17,54,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,255,72,37,19,1
172.217.7.8-10.42.0.42-443-38071-6,70,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Business,1120,105,71,20,1
10.42.0.211-66.231.239.124-39985-80-6,56,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,369,65,37,20,1
10.42.0.211-64.71.142.124-41915-443-6,78,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Education,226,71,71,20,1
172.217.3.106-10.42.0.211-443-47637-6,48,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Sports,215,77,99,20,1
10.42.0.211-10.42.0.1-7560-53-17,59,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Politics,306,47,19,13,1
172.217.10.142-10.42.0.151-443-35777-6,60,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Music,249,95,71,12,1
8.0.6.4-8.6.0.1-0-0-0,53,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Sports,143,90,71,12,1
10.42.0.211-10.42.0.1-13919-53-17,63,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,162,70,111,13,1
172.217.7.132-10.42.0.211-443-58094-6,70,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Business,81,67,53,11,1
10.42.0.151-10.42.0.1-38054-53-17,65,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,124,65,73,13,1
202.77.129.161-10.42.0.211-80-51928-6,60,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Business,124,90,71,13,1
10.42.0.211-98.139.180.180-39676-443-6,49,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Neighbourhood,33,92,71,13,1
157.240.2.15-10.42.0.151-443-33803-6,75,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Education,393,92,71,13,1
10.42.0.211-64.71.142.124-48079-443-6,54,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,784,0,73,20,1
10.42.0.211-106.11.94.1-34199-443-6,25,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,87,75,13,21,1
239.255.255.250-10.42.0.151-1900-58596-17,60,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,108,91,1,20,1
10.42.0.151-10.42.0.1-5153-53-17,48,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Neighbourhood,207,78,29,20,1
203.205.158.62-10.42.0.151-80-43183-6,47,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Politics,278,40,29,10,1
10.42.0.151-98.139.180.180-38602-443-6,63,Female,700 3rd Street,Keremeos,49.20514,-119.831731,Business,196,58,95,21,1
10.42.0.211-34.192.69.195-60313-80-6,65,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,149,75,37,21,1
10.42.0.151-52.52.43.76-58788-443-6,62,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,154,72,77,21,1
10.42.0.211-115.239.210.141-47691-80-6,74,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Sports,287,70,81,21,1
10.42.0.151-10.42.0.1-20994-53-17,55,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Politics,229,65,95,11,1
10.42.0.151-31.13.80.8-58700-443-6,57,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Music,21,62,53,11,1
172.217.10.226-10.42.0.211-443-45345-6,49,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,191,70,71,11,1
10.42.0.151-103.7.30.118-43688-80-6,74,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Politics,147,68,37,21,1
224.0.0.251-10.42.0.151-5353-5353-17,59,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Business,93,60,99,11,1
10.42.0.151-10.42.0.1-20472-53-17,47,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Neighbourhood,665,48,13,11,0
10.42.0.211-23.206.166.62-37011-80-6,64,Female,575A Main Street,Lytton,50.234313,-121.580874,Education,131,48,71,11,1
172.217.10.74-10.42.0.151-443-36831-6,59,Male,575A Main Street,Lytton,50.234313,-121.580874,Sports,160,39,61,11,1
192.229.173.173-10.42.0.151-80-59839-6,60,Male,575A Main Street,Lytton,50.234313,-121.580874,Politics,74,55,37,12,0
172.217.7.163-10.42.0.42-443-40740-6,64,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Business,60,75,13,21,0
172.217.12.131-10.42.0.151-443-41229-6,54,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Neighbourhood,97,43,1,10,1
10.42.0.211-10.42.0.1-22757-53-17,66,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Politics,82,45,61,10,0
172.217.6.229-10.42.0.151-443-36455-6,60,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Business,475,65,13,11,1
203.205.147.229-10.42.0.151-80-34424-6,47,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Neighbourhood,111,0,13,21,1
10.42.0.211-77.234.44.200-51016-80-6,60,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Education,140,80,25,11,0
172.217.6.193-10.42.0.211-443-53413-6,63,Male,4816 89th Street,Osoyoos,49.019402,-119.469439,Sports,110,65,71,12,1
203.205.179.172-10.42.0.211-80-47191-6,84,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Politics,64,56,37,21,1
10.42.0.151-64.71.142.124-36276-80-6,59,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Neighbourhood,149,45,61,10,1
216.58.219.234-10.42.0.211-443-56945-6,56,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,156,51,39,10,1
10.42.0.1-10.42.0.42-53-39659-17,53,Male,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,63,61,37,10,0
10.42.0.151-121.31.30.143-57555-80-6,49,Male,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Neighbourhood,362,61,37,10,1
10.42.0.151-31.13.80.52-57546-80-6,52,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Education,712,60,61,11,1
157.240.18.10-10.42.0.151-443-34267-6,47,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Sports,338,65,93,11,0
10.42.0.211-66.102.255.40-43829-443-6,78,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Politics,102,65,93,11,0
172.217.9.234-10.42.0.151-443-43159-6,45,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Music,446,65,71,21,1
10.42.0.151-104.193.88.109-58875-80-6,60,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Sports,249,25,61,12,1
10.42.0.211-66.198.24.250-59005-80-6,50,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,176,70,53,11,1
10.42.0.211-10.42.0.1-5698-53-17,50,Male,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Business,1007,47,83,22,0
180.76.152.193-10.42.0.211-80-48236-6,87,Male,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Neighbourhood,266,70,71,21,1
172.217.6.206-10.42.0.211-80-50287-6,57,Male,431 Hudson Avenue NE,Salmon Arm,50.702981,-119.279873,Education,172,79,71,21,1
10.42.0.151-10.42.0.1-39701-53-17,61,Female,433 Tranquille Road,Kamloops,50.690989,-120.359089,Sports,175,84,77,21,1
10.42.0.151-10.42.0.1-30733-53-17,50,Female,433 Tranquille Road,Kamloops,50.690989,-120.359089,Politics,211,75,63,11,1
10.42.0.211-114.134.80.163-40022-80-6,44,Male,569 Seymour Street,Kamloops,50.674745,-120.327587,Business,237,75,61,11,1
